Country Name,Country Code,Series Name,Series Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6278918638443,37.4188554431481,29.7210671376957,31.114854912062,28.6359685844686,30.1050113574013,24.8922700059742,29.2975010547259,26.2100685374552,23.7436639877543,24.390873626371,22.8106627361766,22.1370413719574,20.6343227166798,25.7403140364582,26.4201990834448
Afghanistan,AFG,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,100000000,122000000,143000000,230000000,217000000,291000000,306000000,321000000,474000000,670000000,694000000,708000000,729000000,633000000,567000000,552000000,512000000,395000000,236000000,235000000,189000000,181000000,688000000,105000000,166000000,128000000,144000000,159000000,166000000,137000000,68000000,100000000,144000000,305000000,384000000,416000000,454000000,540000000,403000000,388000000,376000000,429000000,515000000,570000000,571000000,596000000,723000000
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.922342255116,14.7632312416105,12.9487180787311,14.0206189325114,12.6760568934735,13.2173912468809,11.6629043316852,10.8417502819894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.2,..,..,..,..,..,..,59.3,..,..,..,..,..,..,..,..,40.4,..,..,..,..
Afghanistan,AFG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9,..,..,..,..,..,..,32.9,..,..,..,..,..,..,..,..,24.6,..,..,..,..
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,9.31527042388916,10.3027601242065,10.7758302688599,10.9106903076172,11.3727102279663,12.2764902114868,13.1315603256226,13.8217601776123,..,16.7642707824707,19.3281402587891,10.5939302444458,..,12.3710803985596,13.1000995635986,12.0980501174927,..,13.2018404006958,12.6558103561401,10.8499603271484,15.5900897979736,..,15.4239702224731,21.4419803619385,20.8224506378174,..,..,..,..,..,12.3246202468872,..,12.5488901138306,17.5680809020996,18.6168098449707,28.2558708190918,28.4933395385742,38.1939811706543,44.4203796386719,50.5672492980957,51.756908416748,53.618049621582,53.5751304626465,52.5829010009766,51.6699485778809,51.6559410095215,53.6431999206543
Afghanistan,AFG,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.146139994263649,0.132310003042221,0.142179995775223,0.138710007071495,0.141039997339249,0.151659995317459,0.172279998660088,0.179370000958443,..,..,0.258639991283417,0.445679992437363,..,0.459390014410019,0.454340010881424,0.497509986162186,..,0.490669995546341,..,..,0.511690020561218,..,0.381179988384247,0.281430006027222,0.375290006399155,..,..,..,..,..,0,..,0.350760012865067,0.209610000252724,0.3264200091362,0.36353999376297,0.375039994716644,0.425500005483627,0.481350004673004,0.497850000858307,0.554260015487671,0.557489991188049,0.552259981632233,0.556400001049042,0.557900011539459,0.571280002593994,0.568419992923737
Afghanistan,AFG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,700,..,..,..,..,..,1194,..
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,18.1576805114746,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4488506317139,..,..,..,..,..,..
